1606	-11
1617.60000000000	-10
1634	-9
1650	-8
1663	-7
1676	-6
1684	-5
1696	-4
1712	-3
1723.50000000000	-2
1734	-1
1744	0
1755.50000000000	1
1766.50000000000	2
1775.50000000000	3
1784.50000000000	4
1798.50000000000	5
1810.50000000000	6
1823.50000000000	7
1833.50000000000	8
1843.50000000000	9
1856.50000000000	10
1867.50000000000	11
1879.20000000000	12
1889.50000000000	13
1901.60000000000	14
1913.70000000000	15
1923.50000000000	16
1934	17
1944.30000000000	18
1954.30000000000	19
1964.50000000000	20
1976.60000000000	21
1986.70000000000	22
1996.80000000000	23
2009.20000000000	24
2020.9	25
